key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,8,0.22446156586337676,0.22446156586337676
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,16,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,3,1.0,1.0
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,3,0.8988331995206299,0.8988331995206299
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,32,1.0,1.0
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,10,0.579611632483352,0.579611632483352
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,10,0.5641317266187067,0.5641317266187067
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,8,0.22053814388221557,0.22053814388221557
242bdf6bc5bb0b94,1,I like the taste of meat,True,17,1.0,1.0
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,36,1.0,1.0
242bdf6bc5bb0b94,1,I was raised on a farm,True,16,0.05435919213268866,0.05435919213268866
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,32,1.0,1.0
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,-1,0.026266532030517264,
242bdf6bc5bb0b94,1,I am chronically anemic,True,18,1.0,1.0
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,3,0.5392536685934796,0.5392536685934796
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,7,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,6,0.23684385178465703,0.23684385178465703
c0ac91fae56c6ec3,1,I eat meat every day,True,33,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,17,0.7500967055646548,0.7500967055646548
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,0,0.5480543631380606,0.5480543631380606
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,-1,0.15126262171280952,
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,0,0.10893257431609277,0.10893257431609277
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,7,0.4776615317284726,0.4776615317284726
